title,release_date,runtime,genre/s,description,image,trailer,actors,director,writers
Trainspotting,"
27 de septiembre de 1996
",PT01H33M00S,"Drama,Crimen","Una visión demoledora sobre el abuso de las drogas y su realidad paralela dirigida por un entonces desconocido Danny Boyle. Es la historia de Mark Renton (Ewan McGregor, 'Lo imposible'), un joven que vive inmerso en el mundo de la heroína y del que se siente tan enganchado que es incapaz de abandonarlo pese a los múltiples riesgos que va a sufrir a lo largo de la historia.Junto con sus amigos &quot;Sick Boy&quot; (Jonny Lee Miller), &quot;Spud&quot; (Ewen Bremmer) y &quot;Franco&quot; Begbie (Rober Carlyle, 'Full Monty') forma un grupo realmente variopinto, en el que cada uno tiene sus propios vicios y trata de ayudar a los demás a experimentar y probar una serie de sustancias de las que apenas tienen constancia. Todos ellos tienen la intención de luchar en la vida contra los terribles efectos de las drogas, pero las tentaciones son muy grandes y su fuerza de voluntad un tanto escasa.",/movie_images/Trainspotting.jpg,https://www.sensacine.com/peliculas/pelicula-14788/trailer-19515845/,"Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd",Danny Boyle,"John Hodge,Irvine Welsh"
Buscando a Dory,"
22 de junio de 2016
",PT01H37M00S,"Animación,Comedia,Aventura","Dory, la simpática pez azul con serios problemas de memoria es la protagonista de esta nueva aventura en el océano. En su nueva vida en el arrecife con Marlin y Nemo, a Dory repentinamente le llegan a la memoria recuerdos de su infancia. Durante un sueño, rememorará detalles de la vida con su familia, y Nemo la escuchará susurrar: “La joya de Morro Bay, California”. A partir de esta pista sobre sus orígenes, la olvidadiza pez azul decidirá emprender un viaje en busca de sus seres queridos. ¿El problema? Pues que la corta memoria de Dory no facilitará mucho la investigación...Siguiendo sus recién recuperados recuerdos, y con el objetivo de reencontrarse con su familia, la divertida pez azul con memoria a corto plazo iniciará un viaje hacia a la costa californiana. Llegará entonces al Instituto de Biología Marina de California, un centro de rehabilitación para la vida marina. Dory descubrirá que allí fue donde nació. Además, en este lugar conocerá a Bailey, una ballena beluga blanca, Destiny, un tiburón ballena, y Hank el pulpo, que se convertirán en sus guías. Sus nuevos compañeros le ayudarán a encontrar a sus padres y a descubrir el verdadero significado de la familia. Secuela de la popular película de animación Buscando a Nemo (2003), esta producción de Disney y Pixar está dirigida por Andrew Stanton (Buscando a Nemo, WALL·E. Batallón de limpieza, Bichos, una aventura en miniatura) y Angus MacLane (Toy Story de terror, Toy Story Toons). De nuevo, en la versión original del film son Ellen DeGeneres (A dos metros bajo tierra, Will y Grace) y Albert Brooks (La verdad duele, Drive) quienes ponen voz a Dory y Marlin respectivamente. Los nuevos personajes están interpretados por los actores Diane Keaton (Navidades, ¿bien o en familia?, Ático sin ascensor), Eugene Levy (American Pie: El reencuentro, Goon), Idris Elba (Zootrópolis, El libro de la selva), Ty Burrell (El tour de los Muppets, Modern Family), y Kaitlin Olson (Vacaciones, New Girl).En la versión en castellano, y al igual que en la primera película, la actriz Anabel Alonso (Siete Vidas, Maribel y la extraña familia) volverá a poner su voz al personaje de Dory, además Javier Gurruchaga dará vida de nuevo al Maestro Raya.",/movie_images/Buscando a Dory.jpg,https://www.sensacine.com/peliculas/pelicula-210222/trailer-19547712/,,"Andrew Stanton,Angus MacLane","Andrew Stanton,Victoria Strouse,Andrew Stanton,Andrew Stanton,Victoria Strouse,Bob Peterson"
Dunkerque,"
21 de julio de 2017
",PT01H47M00S,"Guerra,Histórico,Drama","En plena Segunda Guerra Mundial, cientos de miles de británicos y tropas aliadas se encuentran rodeados por las fuerzas enemigas en la ciudad francesa de Dunkerque. Atrapados en la playa con el mar a sus espaldas, se enfrentan a una situación imposible mientras el ejército contrario se acerca. La película relata la Operación Dinamo, también conocida como el milagro de Dunkerque, una complicada operación de evacuación del destacamento aliado en territorio francés que tuvo lugar a finales de mayo de 1940. Esta operación permitió el rescate de más de 200.000 soldados británicos y más de 100.000 franceses y belgas. Christopher Nolan (Interstellar, Origen, la trilogía de El caballero oscuro) dirige esta película a partir de su propio guión original. Este thriller bélico está protagonizado por Tom Hardy (El renacido, Legend, Mad Max: Furia en la carretera), Mark Rylance (Mi amigo el gigante, El puente de los espías, Wolf Hall), Kenneth Branagh (Mi semana con Marilyn, Hamlet, Enrique V), Cillian Murphy (En el corazón del mar, Peaky Blinders, Origen) y James D’Arcy (Agent Carter, El destino de Júpiter). El elenco también incluye a los jóvenes actores Aneurin Barnard (Guerra y paz), Jack Lowden (The Tunnel), Barry Keoghan (Rebellion), Elliott Tittensor (Shameless) y Fionn Whitehead (Him) y el debutante Harry Styles (Glee).",/movie_images/Dunkerque.jpg,https://www.sensacine.com/peliculas/pelicula-240850/trailer-19553679/,"Fionn Whitehead,Mark Rylance,Tom Hardy,Harry Styles",Christopher Nolan,Christopher Nolan
Lion,"
27 de enero de 2017
",PT01H58M00S,"Biografía,Drama","Saroo (Dev Patel) es un muchacho indio que vive en la extrema pobreza con su madre y su hermano en la ciudad de Calcuta. Con tan solo 5 años, se separa accidentalmente de su familia en una estación de tren y se pierde a miles de kilómetros de su casa.Después de vivir durante algún tiempo en la calle y enfrentarse a numerosos desafíos, Saroo es adoptado por una pareja australiana, Sue (Nicole Kidman) y John Brierley (David Wenham). Desde entonces, vive en Australia y crece rodeado de una cultura diferente, lejos de sus orígenes. Veinticinco años después, el joven decide localizar a su verdadera familia, embarcándose así en un difícil viaje hacia su pasado.Debut en el largometraje del director Garth Davis (Top of the Lake, Love My Way), Lion es una película basada en hechos reales que cuenta con un reparto formado por Dev Patel (El hombre que conocía el infinito, Slumdog Millionaire), Rooney Mara (Her, Carol), Nicole Kidman (El editor de libros), David Wenham (300: El origen de un Imperio), Eamon Farren (Chained, Red Dog) y Tannishtha Chatterjee (La estación de las mujeres, 7 diosas), entre otros.",/movie_images/Lion.jpg,https://www.sensacine.com/peliculas/pelicula-229070/trailer-19551631/,"Dev Patel,Rooney Mara,Nicole Kidman,David Wenham",Garth Davis,"Luke Davies,Saroo Brierley"
La niñera mágica,"
7 de abril de 2006
",PT01H37M00S,"Fantasía,Comedia","Un viudo, el Sr. Brown (Colin Firth, 'El discurso del rey', 'El paciente Inglés'), ha perdido a su mujer hace un año y tiene que hacerse cargo de todos sus hijos. Él está muy agobiado y además de las presiones familiares y económicas no consigue retomar el control de su vida. Por ello, contrata los servicios de una niñera con la esperanza de que el orden y la tranquilidad lleguen de nuevo a su casa y a sus siete pequeños. Después de que las últimas 17 niñeras abandonasen en el periodo de prueba, horrorizadas por las travesuras de los niños, llega Nanny McPhee (Emma Thompson, 'Love Actually, 'Men In Black 3'), una niñera con extraños poderes. Ella pondrá firmes a los niños y les hará entender que sus maldades pueden ser muy perjudiciales. La mejora de su comportamiento hará que la extraña niñera también cambie…",/movie_images/La niñera mágica.jpg,https://www.sensacine.com/peliculas/pelicula-50369/trailer-19380982/,"Emma Thompson,Colin Firth,Angela Lansbury,Kelly Macdonald",Kirk Jones (II),Emma Thompson
Los cazafantasmas,"
5 de diciembre de 1984
",PT01H45M00S,"Comedia,Acción,Fantasía","Los fantasmas existen. Muchas veces los espíritus quedan atrapados en este mundo, convirtiéndose en seres oscuros cuya única meta es hacer la vida imposible a los vivos. Es por eso por lo que Peter Venkman (Bill Murray), Raymond Stantz (Dan Aykroyd) y Ergon Epengler (Harold Ramis), tres doctores expertos en parapsicología, deciden crear una empresa llamada &quot;Los cazafantasmas&quot; para deshacerse de esos molestos seres. Cuando dejan de recibir ayudas económicos del centro universitario donde estaban trabajando, esa empresa se convertirá en su único oficio.Poco a poco, los Cazafantasmas se harán un hueco en Nueva York, deshaciéndose de los incordiantes ectoplasmas y ganando cada vez más y más fama, sin saber que poco a poco se acercan al caso más peligroso que han visto en sus vidas, cuando un demonio tremendamente poderoso se propone arrasar la ciudad. La situación empeorará cuando tanto Dana Barrett (Sigourney Weaver) como su vecino Louis Telly (Rick Moranis) son poseídos y convertidos en los avatares que llevarán al demonio, Gozer, a nuestra realidad.",/movie_images/Los cazafantasmas.jpg,https://www.sensacine.com/peliculas/pelicula-437/trailer-19514873/,"Bill Murray,Dan Aykroyd,Harold Ramis,Ernie Hudson",Ivan Reitman,"Harold Ramis,Dan Aykroyd"
Vengadores: La era de Ultrón,"
30 de abril de 2015
",PT02H21M00S,"Acción,Aventura,Ciencia ficción","El destino del planeta pende de un hilo cuando Tony Stark intenta hacer funcionar un inactivo programa para mantener la paz. Las cosas le salen mal y los héroes más poderosos, incluyendo Iron Man, Capitán América, la Viuda Negra, Thor, el Increíble Hulk y Ojo de Halcón, se ven enfrentados a la prueba definitiva.Cuando el villano Ultrón aparece, es tarea de Los Vengadores el detenerle antes de que lleve a cabo sus terribles planes para el mundo. Inesperadas alianzas y acción por doquier sientan las bases para una épica aventura global. Los Vengadores: la era de Ultrón es la segunda película de la saga protagonizada por los héroes más poderosos del mundo. El reparto cuenta con Robert Downey Jr.( Iron Man) Chris Evans (Capitán América), Scarlett Johansson (Viuda Negra), Chris Hemsworth (Thor), Mark Ruffalo (Hulk), Jeremy Renner (Ojo de Halcón), Samuel L. Jackson (Nick Fury), Cobie Smulders (Agente Maria Hill), James Spader (Ultrón), Elizabeth Olsen (Bruja escarlata), Aaron Taylor-Johnson (Pietro Maximoff) y Paul Bettany (Vision).",/movie_images/Vengadores: La era de Ultrón.jpg,https://www.sensacine.com/peliculas/pelicula-198488/trailer-19539867/,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth",Joss Whedon,"Joss Whedon,Stan Lee,Jack Kirby"
Cisne negro,"
18 de febrero de 2011
",PT01H43M00S,"Drama,Suspense","Nominada a cinco premios de la Academia y ganadora de un Globo de Oro por la actuación de su protagonista, narra la historia de Nina (Natalie Portman, 'Star Wars', 'Closer'), una bailarina de Nueva York cuya vida está absorbida por sus ambiciones y su profesión. Cuando el director artístico Thomas Leroy (Vincent Cassel, 'Irreversible', 'Shrek') sustituye a la bailarina principal Beth Macintyre (Winona Ryder, 'Eduardo Manostijeras', 'Drácula') del montaje de 'El lago de los cisnes', Nina ve una oportunidad para convertirse en una estrella. Pero Leroy también se fija en la misteriosa Lily (Mila Kunis, 'Aquellos maravillosos 70', 'Paso de ti') para el papel principal, una bailarina que debe representar la pureza del Cisne Blanco a la vez que la sensualidad del Cisne Negro. Thomas cree que Nina se mueve con soltura en la piel del primero, pero piensa que le falta erotismo para encarnar al segundo. La rivalidad y las presiones de su madre Erica (Barbara Hershey, 'Un día de furia'), antigua bailarina ya retirada, harán que Nina mantenga una relación casi enfermiza con Lily y saque lo peor de sí misma conectando con su lado destructivo.",/movie_images/Cisne negro.jpg,https://www.sensacine.com/peliculas/pelicula-125828/trailer-19187219/,"Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder",Darren Aronofsky,"Mark Heyman,Andres Heinz,John J. McLaughlin,Andres Heinz"
En busca del valle encantado,"
30 de junio de 1989
",PT01H08M00S,"Animación,Aventura,Familia","Mucho tiempo antes de la aparición del hombre en la tierra, vivió una raza pacífica de dinosaurios vegetarianos llamados los &quot;comedores de hojas&quot;. Pero cuando fueron obligados a trasladarse a nuevos pastos, los terribles &quot;dientes afilados&quot;, una raza de dinosaurios carnívoros, los atacaron. Sólo hay una esperanza para la protección de la raza: el Gran Valle, un lugar donde la comida es abundante y donde los dinosaurios pueden prosperar y vivir en paz. Aquí es donde comienza la historia de Piecitos, un dinosaurio perteneciente a la familia de los apatosaurios, que trata de encontrar ese valle encantado, ya que su madre ha muerto tras el enfrentamiento contra un T-rex. Piecitos se encuentra en el camino con un grupo de pequeños dinosaurios que le acompañarán en la búsqueda del Gran Valle. Además, pronto se convertirán en un grupo de amigos leales que se ayudarán entre ellos: Sera, un triceratops; Duckie, un saurolofo; Petrie, un pteranodón y Spike, un estegosaurio. Los cinco dinosaurios huérfanos deberán unirse y trabajar en equipo para superar los obstáculos que se encuentran en el camino, todo ello para lograr sobrevivir.",/movie_images/En busca del valle encantado.jpg,https://www.sensacine.com/peliculas/pelicula-4836/trailer-19535890/,,Don Bluth,Stu Krieger
"Las crónicas de Narnia: El león, la bruja y el armario","
7 de diciembre de 2005
",PT02H20M00S,"Fantasía,Aventura,Familia","Las crónicas de Narnia cuenta la lucha entre el bien y el mal que opone al magnífico león Aslan contras las fuerzas tenebrosas del mundo mágico de Narnia. Gracias a sus poderes oscuros, la Bruja Blanca (Tilda Swinton) ha sumido a Narnia en un invierno que ya dura más de un siglo, pero una premonición revela que cuatro niños ayudarán a Aslan a romper la maldición. Cuando Lucy (Georgie Henley), Susan (Anna Popplewell), Edmund (Skandar Keynes) y Peter Pevensie (William Moseley), cuatros hermanos y hermanas, descubren este mundo encantando habitado por duendes, centauros, faunos y animales que hablan, al que acceden a través de un armario mágico, todo está listo para una batalla de proporciones épicas...La película esta basaba en el clásico literario de C.S. Lewis, que se compone de siete libros.","/movie_images/Las crónicas de Narnia: El león, la bruja y el armario.jpg",https://www.sensacine.com/peliculas/pelicula-47220/trailer-19349102/,"Georgie Henley,Skandar Keynes,Anna Popplewell,William Moseley",Andrew Adamson,"Ann Peacock,Andrew Adamson,Christopher Markus,Stephen McFeely,C.S. Lewis"
