title,release_date,runtime,genre/s,categories_id,description,image,trailer,actors,director,writers
Veneciafrenia,2022/04/22,80,,3,"Durante décadas, Venecia se ha ido apagando poco a poco por culpa de los turistas. Los venecianos, cansados de que su ciudad esté muriendo poco a poco, han decidido poner freno a esta invasión organizándose en grupo y dando rienda suelta a su instinto de supervivencia. Sin embargo, un grupo de turistas españoles que desconocen esta situación, viajan a Venecia con el objetivo de divertirse. Pero una vez allí, se verán obligados a luchar por sus vidas.&amp;nbsp;Veneciafrenia&amp;nbsp;forma parte de The Fear Collection, un sello de películas de terror ideado por Álex de la Iglesia y Carolina Bang bajo la producción de Pokeepsie Films, junto a Sony Pictures y Amazon Prime Video. Este largometraje, dirigido por el propio Álex de la Iglesia y con un guion de Jorge Guerricaechevarría, es el primero de la colección.",/movies_images/veneciafrenia.jpg,https://www.youtube.com/embed/7gvm5aUvYNg,"Ingrid García Jonsson,Silvia Alonso,Goize Blanco,Nicolás Illoro",Álex de la Iglesia,"Álex de la Iglesia,Jorge Guerricaechevarria"
¡Canta 2!,2021/12/22,110,,"9,15,19","En un mundo de animales antropomórficos, el koala Buster Moon es el propietario de un teatro donde organiza espectáculos musicales. En el concurso de canto más grande del mundo consiguió que los debutantes Rosita, Mike, Johnny, Ash y Meena fueran lanzados al estrellato. Aunque aún se desconocen los detalles de la trama de este nuevo filme de animación, lo que está asegurado es que disfrutaremos de muchas versiones de canciones populares. Esta película de animación es la secuela de ¡Canta! (2016).",/movies_images/canta-2.jpg,https://www.youtube.com/embed/gX296YHT65s,,"Garth Jennings,Christophe Lourdelet",Garth Jennings
"En realidad, nunca estuviste aquí",2017/11/24,90,,"1,5","Joe (Joaquin Phoenix) es un ex soldado y veterano de Guerra, un ejecutor brutal y atormentado que dedica sus días a arreglar cuentas ajenas. Un día recibe el encargo de rescatar a la hija de un senador, que ha sido secuestrada. Esta misión de liberar a la adolescente desaparecida despertará en él a la bestia que lleva dentro, y será entonces cuando la venganza se convertirá en su motivación.Lynne Ramsay (Tenemos que hablar de Kevin, Morvern Callar) dirige este thriller, cuyo guión también ha escrito basándose en la novela corta En realidad, nunca estuviste aquí (2013) de Jonathan Ames. Sus protagonistas son Joaquin Phoenix (Irrational Man, Puro vicio) y Ekaterina Samsonov (The Ticket, Anesthesia).",/movies_images/en-realidad-nunca-estuviste-aqu.jpg,https://www.youtube.com/embed/UkDOo7IKTrU,"Joaquin Phoenix,Ekaterina Samsonov,John Doman,Alex Manette",Lynne Ramsay,Lynne Ramsay
"Kaporito, el guardián de la montaña",2022/04/22,80,,"9,19",Kaporito es un oso frontino que vive a los pies de la cordillera andina. Esta película cuenta las aventuras de este oso y sus amigos cuando tienen que escapar de cazadores y evitar la destrucción de su hábitat natural.,/movies_images/kaporito-el-guardin-de-la-montaa.jpg,https://www.youtube.com/embed/xWJICVpj_a0,,Viveca Baiz,"Aquiles Ascencion,Viveca Baiz,Donald Myerston"
Lunáticos,2022/01/14,85,,"9,19,4","Basado en uno de los libros para niños más populares de Alemania,&amp;nbsp;Lunáticos cuenta la historia del pequeño Pete. Este chico se embarca en un viaje mágico junto con el Sr. Zoomzeman y Sandman, para rescatar a su hermana pequeña del malvado Moon Man.",/movies_images/lunticos.jpg,https://www.youtube.com/embed/fP1G3cbBjSM,,Ali Samadi Ahadi,"Ali Samadi Ahadi,Arne Nolting"
"Nunca, casi nunca, a veces, siempre",2020/09/25,102,,5,"Autumn (Sidney Flanigan) es una adolescente normal de 17 años en una pequeña ciudad de Pennsylvania que descubre que está embarazada. Por miedo a la respuesta de su madre (Sharon Van Etten) y su padrastro (Ryan Eggold) decide acabar con el embarazo, pero no recibe mucha ayuda en la clínica sin la autorización de su madre. Sin saber qué hacer decide acabarlo por su cuenta cuando su prima Skylar (Talia Ryder) descubre lo que pasa y decide ayudarla. Juntas emprenden un viaje a Nueva York buscando ayuda más allá de su estado natal. Lo que en un principio iba a ser un corto viaje de ida y vuelta, se complica más de lo esperado. Never Rarely Sometimes Always es un perfecto retrato de la realidad de cientos de jóvenes en los Estados Unidos y un reflejo del complicado sistema de salud estadounidense.",/movies_images/nunca-casi-nunca-a-veces-siempre.jpg,https://www.youtube.com/embed/dG-LQDzM9nk,"Sidney Flanigan,Talia Ryder,Théodore Pellerin,Sharon Van Etten",Eliza Hittman,Eliza Hittman
Benedetta,2021/10/01,131,,"5,17,11","Esta película es la adaptación cinematográfica de la novela escrita por Judith C. Brown, y cuenta la historia de una monja del siglo XVII que vive en Italia. Su vida tranquila es pronto perturbada por una serie de visiones tanto religiosas como eróticas. Pronto, comienza una relación romántica con una de las monjas del convento en el que reside.Paul Verhoeven (RoboCop) dirige este drama histórico que tiene como protagonista a la actriz Virgine Efira (Elle).",/movies_images/benedetta.jpg,https://www.youtube.com/embed/NxnZhq0W7G8,"Virginie Efira,Charlotte Rampling,Daphne Patakia,Lambert Wilson",Paul Verhoeven,"Paul Verhoeven,David Birke"
Los minions,2015/07/03,91,,"9,19","A lo largo del tiempo, los Minions han ido sirviendo a los más despreciables villanos. Después de que muchos de ellos fueran muriendo accidentalmente, desde un Tiranosaurio Rex hasta Napoleón, los Minions se encuentran ahora sin un amo al que servir, y caen en una terrible depresión. Un día, el Minion Kevin decide embarcarse junto al rebelde de Stuart y al adorable y pequeño Bob en la búsqueda de un nuevo amo malvado al que seguir junto a todos sus hermanos; y en una convención de super villanos encuentran a Scarlet Overkill, la primera super villana femenina del mundo. Viajando desde la Antártida hasta el Nueva York de los años 60, los Minions acaban en el Londres actual donde tienen que hacer frente a su mayor reto: salvar a toda la raza de Minions que quieren aniquilar.Los minions está dirigida por Pierre Coffin y Kyle Balda, los creadores de Gru. Mi villano favorito y Gru 2. Mi villano favorito. Cuenta con las voces, en su versión original, de Sandra Bullock (Gravity); Jon Hamm (la serie de televisión Mad Men); y Steve Carrell (Foxcatcher).",/movies_images/los-minions.jpg,https://www.youtube.com/embed/_-R1t39lPoQ,,"Pierre Coffin,Kyle Balda","Brian Lynch,Eric Guillon"
Salvajes,2012/09/28,130,,"5,1","El director Oliver Stone ('Asesinos natos') regresa al cine más extremo y violento con esta cinta basada en una novela homónima de Don Wislow, que retrata las aventuras de dos jóvenes, Ben (Aaron Johnson, 'Kick Ass. ¡Listos para machacar!') y Chon (Taylor Kitsch, 'John Carter'), que comparten novia (Blake Lively, 'Gossip Girl') y algo más: un pequeño negocio de marihuana que pretenden expandir al otro lado de la frontera para hacerse ricos con él. Sin embargo, las cosas no serán tan fáciles como piensan, ya que el terreno que pisan comienza a ser cada vez más peligroso a medida que su negocio va generando más y más beneficios. Son ambiciosos, y eso les llevará a enfrentarse a una organización de narcotraficantes mexicanos. Los narcos secuestrarán a su chica, lo que desencadenará toda una ola de persecuciones, venganza, sangre y locura.En el reparto encontramos también a los latinos Salma Hayek ('Desperado'), Benicio del Toro ('Traffic'), Demian Bichir ('A Better Life') y también a Emile Hirsch ('Hacia rutas salvajes').",/movies_images/salvajes.jpg,https://www.youtube.com/embed/fhRlaeV4LDE,"Taylor Kitsch,Aaron Taylor-Johnson,Blake Lively,Benicio Del Toro",Oliver Stone,"Shane Salerno,Don Winslow,Oliver Stone,Don Winslow"
Terciopelo azul,1986/10/31,120,,"6,5","Regresando a casa después de que su padre sufriera un accidente, Jeffrey Beaumont (Kyle MacLachlan, 'Sexo en Nueva York') encuentra por el camino una oreja humana amputada. Alerta al detective de la policía John Williams, cuya hija, Sandy, es amiga suya. Ella le cuenta los detalles sobre una mujer sospechosa llamada Dorothy (Isabella Rossellini, 'Corazón salvaje'), que puede estar conectada con el caso que lleva su padre.Apoyado por Sandy, Jeffrey inicia su propia investigación. Curioso por el caso, entra en el apartamento de Dorothy haciéndose pasar por un exterminador de plagas, mientras ella se distrae con un hombre. En un momento de despiste de Dorothy, Jeffrey le roba la llave de repuesto de la casa. Siguiéndole la pista, una noche llega al local donde canta Dorothy, que interpreta en ese momento &quot;Blue Velvet&quot;. Jeffrey se marcha corriendo a su apartamento para seguir investigando, pero antes de poder salir, Dorothy ha regresado, encontrándole. La mujer empuña un cuchillo pensando que se trata de un acosador sexual, decidiendo ocultarle en un armario cuando llega al piso Frank Booth (Dennis Hopper, 'Hoosiers'), con el que Dorothy mantiene una relación sadomasoquista. Después de su marcha, Jeffrey verá que ella quiere tener algo con él, viéndose envuelto en una particular relación con la sospechosa de su investigación.",/movies_images/terciopelo-azul.jpg,https://www.youtube.com/embed/Riv7Brkqsn4,"Isabella Rossellini,Kyle MacLachlan,Dean Stockwell,Dennis Hopper",David Lynch,David Lynch
Días de radio,1987/12/18,88,,14,"Nueva York, años cuarenta. La radio juega un papel central en la vida de muchos estadounidenses, es su época dorada. A Joey Needleman (Seth Green), un niño judío de 10 años que proviene de una familia modesta, le encanta la radio. Algo normal en su familia ya que viven con el receptor permanentemente encendido. La familia de Joey es algo peculiar: sus padres (Martin Rosenblatt y Helen Miller), a pesar de quererse con locura siempre terminan discutiendo por tonterías; su tía Bea (Dianne Wiest) es una mujer que se ha casado varias veces y todas ellas han sido fallidas; sus abuelos (William Magerman y Leah Carrey) son muy especiales y otra tía, Ceil (Renée Lippin), es una soñadora empedernida. A pesar de parecer que nunca se ponen de acuerdo todos tienen un punto en común, la radio. Cada miembro tiene su programa favorito. El pequeño pelirrojo sueña con ser un día como su héroe, “El vengador enmascarado”, ya que su cabeza está llena de fantasías. Pero, al igual que él, muchas personas utilizan la radio como medio para evadirse de la realidad que están viviendo. La música, las series lacrimógenas, los concursos, las crónicas o las leyendas les ayudan a ser menos infelicesContada en primera persona, como si Joey la narrara y con la radio como nexo central se desarrolla toda la historia.",/movies_images/das-de-radio.jpg,https://www.youtube.com/embed/CEd8tjKsYT4,"Dianne Wiest,Mia Farrow,Seth Green,Julie Kavner",Woody Allen,Woody Allen
Juana la loca,2001/09/28,117,,"17,13,11","Reino de Castilla, finales del siglo XV. Del puerto de Laredo parte la flota que lleva a Flandes a la joven Juana (Pilar López de Ayala, 'Obaba'), hija de los Reyes Católicos, Isabel (Susi Sánchez, 'Malena es un nombre de tango') y Fernando (Hector Colomé, 'La caja 507'). Para afianzar una alianza dinástica con el Sacro Imperio, y aislar al máximo rival de Castilla y Aragón, Francia, Juana tendrá que casarse con el joven hijo del emperador Maximiliano, Felipe el Hermoso (Daniele Liotti, 'El ángel de los niños').El encuentro entre ambos será apasionante. Sin apenas haberse conocido, surgirá entre ellos una fuerte atracción y deseo. Pero Felipe se encarrilará pronto hacia los deslices amorosos y Juana sufrirá unos fuertes ataques de celos, fruto de su amor desmedido por él, hecho por el que acabarán llamándola Juana &quot;la loca&quot;. Este hecho, unido a las intrigas políticas que suceden a su alrededor y a la muerte de su madre, acabará perturbando fuertemente su matrimonio.Nominada a doce premios en la XVI edición de los Premios Goya en 2002 , incluídos &quot;mejor película&quot; y &quot;mejor director&quot;, la cinta de Vicente Aranda sólo arañó tres premios, entre los que destaca el de &quot;mejor actriz&quot; para Pilar López de Ayala.",/movies_images/juana-la-loca.jpg,https://www.youtube.com/embed/dcoKi1joeHc,"Pilar López de Ayala,Giuliano Gemma,Rosana Pastor,Willy Toledo",Vicente Aranda,"Vicente Aranda,Antonio Larreta"
Marmaduke,2010/06/18,87,,"14,19","Phil y Debbie Winslow tienen un enorme perro, llamado Marmaduke, al que tienen un cariño muy especial. Sin embargo, cuando la pareja se tiene que mudar de Kansas a California por motivos de trabajo será un gran problema trasladar al canino. En su nuevo barrio, Marmaduke será conocido por los vecinos rápidamente…",/movies_images/marmaduke.jpg,https://www.youtube.com/embed/l9WIHY_pm5Y,"Lee Pace,William H. Macy,Judy Greer,David Walliams",Tom Dey,"Vince Di Meglio,Tim Rasmussen,Brad Anderson (II),Phil Leeming"
El acontecimiento,2022/03/18,100,,5,"Filme que nos traslada a Francia a mediados de los años 60. En este contexto, Anne (Anamaria Vartolomei), una joven y destacada estudiante con un gran futuro por delante, se queda embarazada sin querer. De la noche a la mañana ve como su sueño de terminar sus estudios desaparece, y no va a poder escapar de las asfixiantes restricciones de su entorno. Con los exámenes finales a la vuelta de la esquina y un bebé que no para de crecer en su interior, la jovendecide poner cartas en el asunto incluso si supone confrontar la vergüenza, el dolor y hasta ir a la cárcel por ello.",/movies_images/el-acontecimiento.jpg,https://www.youtube.com/embed/vf2HVa0rYLg,"Anamaria Vartolomei,Kacey Mottet Klein,Luàna Bajrami,Louise Orry-Diquéro",Audrey Diwan,"Audrey Diwan,Marcia Romano,Annie Ernaux"
Jerry Maguire,1997/03/07,138,,"10,11","Jerry Maguire lleva una vida de alto nivel puede permitirse cualquier cosa con su sueldo como agente deportivo, pero un día decide cambiar de vida, busca un camino más profundo y enriquecedor para su espíritu. Sin embargo, las nuevas perspectivas de Jerry no concuerda con la ética de su trabajo, y es despedido inmediatamente. De todos modos, con la ayuda de una cliente, seguirá buscando sus felicidad y el amor.",/movies_images/jerry-maguire.jpg,https://www.youtube.com/embed/7gZcQ6ddJF0,"Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,Kelly Preston",Cameron Crowe,Cameron Crowe
Alma anciana,2022/05/27,93,,5,"Yono, o Mbah Jhiwo (Alma Anciana), es uno de los mineros que cargan a diario grandes rocas de azufre por la ladera del cráter del Kawa Ijen. Una mañana, de forma inesperada, su mujer abandona el hogar familiar alterando una rutina en la que el tiempo parecía suspendido. Desde entonces, atrapado como Sísifo en un eterno retorno y guiado por la fe en recuperarla, Yono se enfrentará a sucesos parecidos que irán mutando de aspecto según sus creencias cambian del animismo al islam y al capitalismo. Una película de etnoficción que explora la alteridad y cuestiona el mito del progreso en la realidad neocolonial de las islas de los Mares del Sur.",/movies_images/alma-anciana.jpg,https://www.youtube.com/embed/V3qFaQwpKJU,,Alvaro Gurrea,Alvaro Gurrea
La noche de San Lorenzo,1982/11/12,110,,"5,17","Italia, noche del 10 de agosto de 1944. Plena Segunda Guerra Mundial. Un grupo de vecinos de un pueblo de la Toscana huyen a las montañas, la noche de San Lorenzo, tras los rumores de que los nazis van a bombardear la zona.",/movies_images/la-noche-de-san-lorenzo.jpg,https://www.youtube.com/embed/ADIph1-og3o,"Margarita Lozano,Claudio Bigagli,Omero Antonutti,Renata Zamengo","Paolo Taviani,Vittorio Taviani","Paolo Taviani,Vittorio Taviani,Giuliani G. De Negri"
Esperando a mister Bojangles,2022/05/13,125,,"10,5,14","Camille y Georges no paran de bailar su canción favorita, Mr Bojangles. En casa sólo hay lugar para la diversión, la fantasía y los amigos. Hasta el día en que la madre va demasiado lejos, obligando a Georges y a su hijo Gary a hacer todo lo posible para evitar el desastre en el hogar.",/movies_images/esperando-a-mister-bojangles.jpg,https://www.youtube.com/embed/nLe4xLUedqY,"Virginie Efira,Romain Duris,Grégory Gadebois,Lucas Bléger",Regis Roinsard,"Romain Compingt,Regis Roinsard"
Uncharted,2022/02/11,116,,"4,2","Nathan Drake es un joven huérfano que desde que se despidió años atrás de su hermano en el orfanato de acogida y jamás ha vuelto a verle. Siempre soñaban a lo grande y con una misión: conseguir el oro perdido de Magallanes. Sin embargo, todas las postales y promesas de volver junto a él quedaron en el olvido.&amp;nbsp;Un día Nathan recibe la visita de&amp;nbsp;Victor Sullivan, un misterioso hombre con un gran talento para robar como él, quien le trae noticias de su hermano. Desesperado por volver a verle, Nathan se embarcará en una peligrosa y temeraria cruzada por España y otros países del mundo hasta encontrar las pistas suficientes que les lleven hasta el oro perdido de Magallanes, y por ende hasta su hermano. &amp;nbsp;",/movies_images/uncharted.jpg,https://www.youtube.com/embed/v6uwWIK3p4g,"Tom Holland,Mark Wahlberg,Sophia Ali,Alana Boden",Ruben Fleischer,"Rafe Judkins,Art Marcum,Matt Holloway,Rafe Judkins,Art Marcum,Matt Holloway,Dan Trachtenberg"
"Ainbo, la guerrera del Amazonas",2022/02/25,84,,"9,4,19","En la estela de Moana y Frozen, Ainbo es el viaje épico de una joven heroína y sus guías espirituales: Dillo un armadillo pequeño y divertido y Vaca un tapir de gran tamaño. Todos ellos se embarcan en una búsqueda para salvar su hogar, situado en la espectacular selva amazónica.",/movies_images/ainbo-la-guerrera-del-amazonas.jpg,https://www.youtube.com/embed/TO3Zw15GKyw,,"Richard Claus,Jose Zelada","Richard Claus,Brian Cleveland,Jason Cleveland,Larry Wilson,Jose Zelada"
"París, distrito 13",2022/04/08,106,,"14,11","El filme traslada la acción al&amp;nbsp;barrio de Les Olympiades, en París en el Distrito&amp;nbsp;13.&amp;nbsp;En este lugar reside un grupo de adolescentes que mantienen una intensa amistad. Por un lado está Emilie, que conoce a Camille, quien se siente atraída por Nora, que a su vez se encuentra con Amber. Son amigos, pero su conexión y libertad amorosa también les llevará a ser amantes, y a veces ambas cosas.",/movies_images/pars-distrito-13.jpg,https://www.youtube.com/embed/FUmJ_WHAqLg,"Lucie Zhang,Makita Samba,Noémie Merlant,Pol White",Jacques Audiard,"Céline Sciamma,Léa Mysius,Jacques Audiard"
Miguel Ángel (El pecado),2022/05/06,134,,"13,17,5","Florencia, principios del siglo XVI. Aunque muy popular y considerado un genio por muchos de sus compañeros, Michelangelo Buonarroti vive en la pobreza, agotado por su lucha para acabar su obra en el la Capilla Sistina. Cuando su mecenas (el papa Julio II) fallece, Michelangelo se obsesiona por conseguir el mejor mármol para acabar su tumba. El artista vive momentos de angustia y éxtasis de su genio creativo, mientras dos familias nobles rivales se disputan su lealtad. Su mayor prueba viene cuando el Papa León X (de la familia Medici), accede al papado y le entrega un nuevo encargo: la fachada de la basílica de San Lorenzo.",/movies_images/miguel-ngel-el-pecado.jpg,https://www.youtube.com/embed/kcnhqPkmiKM,"Alberto Testone,Adriano Chiaramida,Yuliya Vysotskaya,Orso Maria Guerrini",Andrey Konchalovsky,Andrey Konchalovsky
Animales Fantásticos: Los Secretos de Dumbledore,2022/04/08,142,,"8,4","En Animales Fantásticos: Los Secretos de Dumbledore el malvado y poderoso mago&amp;nbsp;Grindelwald sigue buscando adeptos a su causa, pero esta vez se transportará a todos los rincones y mundos mágicos existentes para obtener lo que quiere. Por otra parte, Dumbledore unirá a su propio ejército formado por&amp;nbsp;Newt y Theseus Scamander, Jacob, entre otros, para poner fin a la guerra que está a punto de comenzar Grindelwald en su nombre.&amp;nbsp;Mientras encuentran aliados y la manera de poner fin a esta oscura edad, el pasado de Dumbledore irá cada vez tomando más presencia en la historia entre él y su antiguo amigo Grindelwald, con quien le unen otros grandes lazos más allá de la enemistad.&amp;nbsp;",/movies_images/animales-fantsticos-los-secretos-de-dumbledore.jpg,https://www.youtube.com/embed/ZfPlsOgawWY,"Eddie Redmayne,Jude Law,Mads Mikkelsen,Ezra Miller",David Yates,"J.K. Rowling,Steve Kloves,J.K. Rowling,J.K. Rowling"
La ciudad perdida,2022/04/13,112,,"14,2","Una escritora de novelas románticas se encuentra en plan gira de promoción de su libro por todo el país. Acompañada del modelo que acapara la portada de su bestseller, la protagonista sufrirá un intento de secuestro, lo que les llevará a ambos a adentrarse en la selva para poder sobrevivir a este misterioso ataque.El reparto principal de esta comedia romántica está formado por:&amp;nbsp;Sandra Bullock, Channing Tatum y Patti Harrison.",/movies_images/la-ciudad-perdida.jpg,https://www.youtube.com/embed/VPOLHCJkLw0,"Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da’vine Joy Randolph","Aaron Nee,Adam Nee","Oren Uziel,Dana Fox,Adam Nee,Aaron Nee,Seth Gordon"
Los tipos malos,2022/03/18,100,,"9,14,4,19","Esta es la historia de cinco notables villanos con una extensa carrera criminal: Mister Wolf, Mister Snake, Mister Piranha, Mister Shark y Mister Tarantula. Juntos han pasado toda una vida llevando a cabo grandes atracos. Ahora tramarán un complot para realizar su último trabajo.Película de animación basada en la exitosa serie de novelas gráficas The Bad Guys, creada por Aaron Blabey.",/movies_images/los-tipos-malos.jpg,https://www.youtube.com/embed/gzsRenSxjyE,,Pierre Perifel,"Etan Cohen,Hilary Winston,Aaron Blabey"
El hombre del Norte,2022/04/22,137,,"2,17","Islandia, principios del siglo X. El peuqño príncipe nórdico Amleth ve como su padre el rey Horvendill (Ethan Hawke) es asesinado a manos del sanguinario Fjölnir (Claes Bang). Ya entrado en la edad adulta (y con los rasgos de Alexander Skarsgård) emprende una misión de venganza en la que no se detendrá ante nada y ante nadie, dejando un pavoroso reguero de sangre a su paso. El argumento se basa en una historia que&amp;nbsp; aparece en Gesta Danorum (Historia de los daneses), una colección de tradiciones orales escrita hacia el año 1200 por Saxo Grammaticus.Una historia nórdica que inspiró el Hamlet de Shakespeare, ambientada en el mundo de los vikingos y dirigida el cineasta Robert Eggers, responsable de El faro (2019) y La bruja: Una leyenda de Nueva Inglaterra (2015).",/movies_images/el-hombre-del-norte.jpg,https://www.youtube.com/embed/7HZ4tBQEiB0,"Alexander Skarsgård,Nicole Kidman,Claes Bang,Anya Taylor-Joy",Robert Eggers,Robert Eggers
Juego de asesinos (Copshop),2022/05/20,108,,"1,2","Atravesando el desierto de Nevada en un vehículo acribillado a tiros, el estafador Teddy Murretto (Frank Grillo) trama un plan para esconderse del letal sicario Bob Viddick (Gerard Butler): agrede a la agente novata Valerie Young (Alexis Louder), para que lo detengan y le metan preso en la comisaría. Pero la cárcel no puede proteger a Murretto por mucho tiempo. Viddick se las ingenia para ser detenido también, esperando su momento en una celda cercana hasta que pueda completar su misión. Cuando la llegada de un asesino de la competencia (Toby Huss) desencadena el caos, las crecientes amenazas obligan a Viddick a ser creativo si quiere terminar el trabajo y escapar de la compleja situación.",/movies_images/juego-de-asesinos-copshop.jpg,https://www.youtube.com/embed/P2x0Yvw09v4,"Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss",Joe Carnahan,"Joe Carnahan,Mark Williams (II)"
El sastre de la mafia,2022/05/20,106,,"5,1","Filme que sigue los pasos de Leonard, un sastre inglés que solía confeccionar trajes en el mundialmente famoso Savile Row de Londres. Pero después de una tragedia personal, termina en Chicago, trabajando en una pequeña sastrería en una zona peligrosa de la ciudad. Allí teje bonitas prendas para las únicas personas que pueden pagarlas: una familia de peligrosos mafiosos.",/movies_images/el-sastre-de-la-mafia.jpg,https://www.youtube.com/embed/9IjXnbeTsYA,"Mark Rylance,Dylan O&#039;Brien,Johnny Flynn,Zoey Deutch",Graham Moore,"Graham Moore,Johnathan McClain"
Jujutsu Kaisen 0: La película,2022/05/27,105,,"9,2,5,8","Yuuta Okkotsu está embrujado. Desde que su amiga de la infancia, Rika, murió en un accidente de tráfico, su fantasma se ha quedado con él. Pero su espíritu no aparece como la dulce chica que Yuuta conoció una vez. En cambio, se manifiesta como una entidad monstruosa y poderosa que lo protege ferozmente. Incapaz de controlar el comportamiento violento de Rika, Yuuta se ve impotente para detener el derramamiento de sangre que sigue a su brutal venganza.",/movies_images/jujutsu-kaisen-0-la-pelcula.jpg,https://www.youtube.com/embed/WaeHPza3Mdg,,Sung-ho Park,"Hiroshi Seko,Gege Akutami"
El arma del engaño,2022/05/20,127,,"18,5,17","Durante la Segunda Guerra Mundial, dos oficiales de inteligencia utilizan un cadáver y papeles falsos para burlar a las tropas alemanas. El filme cuenta una historia humana de los soldados en la sombra, que luchan en un tipo diferente de guerra fuera de las trincheras y moviéndose en el engaño; perseguidos por el conocimiento de que la certeza y la garantía de éxito no están aseguradas.",/movies_images/el-arma-del-engao.jpg,https://www.youtube.com/embed/C6U4RyUXtX0,"Colin Firth,Matthew Macfadyen,Kelly Macdonald,Penelope Wilton",John Madden,"Michelle Ashford,Ben Macintyre"
Doctor Strange en el Multiverso de la Locura,2022/05/06,126,,"8,2","En esta nueva aventura, el Doctor Strange (Benedict Cumberbatch) va a poner a prueba los límites de sus poderes y esto le llevará a explorar una nueva dimensión de sus capacidades. Tras haber fallado su hechizo, cuando trataba de ayudar a Spider-Man (Tom Holland) con su identidad secreta,&amp;nbsp; tiene que recurrir a una vieja amiga, Wanda Maximoff (Elizabeth Olsen) para enmendar su error. Como nunca antes, el famoso hechicero de Marvel explorará los&amp;nbsp;oscuros rincones del Multiverso, donde deberá contar con nuevos y viejos aliados si quiere sobrevivir a las&amp;nbsp;peligrosas realidades alternativas del universo y enfrentarse a un nuevo misterioso enemigo.",/movies_images/doctor-strange-en-el-multiverso-de-la-locura.jpg,https://www.youtube.com/embed/NOpzldCE7GY,"Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Benedict Wong",Sam Raimi,"Michael Waldron,Scott Derrickson,C. Robert Cargill,Jon Spaihts,Jade Bartlett,Stan Lee,Steve Ditko"
Top Gun: Maverick,2022/05/26,131,,2,"Después de más de treinta años de servicio, a Pete 'Maverick' Mitchell (Tom Cruise) su reputación le precede. Maverick fue uno de los mejores aviadores de la Armada, condecorado con medallas de combate y menciones, y responsable de hazañas legendarias. Claro que él no se esperaba volver a la academia de pilotos de combate Top Gun, donde le requieren como instructor de vuelo para formar a una nueva generación de jóvenes pilotos de combate, hombres y mujeres. Allí conocerá a Bradley 'Rooster' Bradshaw (Milles Teller), el hijo de Goose, su antiguo compañero fallecido, mientras intentará adaptarse a las nuevas tecnologías y la guerra de los drones.Esta película es la secuela de Top Gun: Idolos del aire (1986), mítico filme de los años 80 dirigido por Tony Scott.",/movies_images/top-gun-maverick.jpg,https://www.youtube.com/embed/zmFdhZ6gyUM,"Tom Cruise,Miles Teller,Jennifer Connelly,Jon Hamm",Joseph Kosinski,"Christopher McQuarrie,Ehren Kruger,Eric Warren Singer,Jim Cash,Jack Epps Jr."
Red Rocket,2022/05/06,131,,"5,14","La cinta narra la historia de Mikey Saber, una antigua estrella del porno que tras vivir la época dorada y ahora vivir en el absoluto fracaso decide regresa a su ciudad natal de Texas. Sin embargo, sus vecinos no están dispuestos a hacerle la vuelta nada fácil. Nadie le quiere de nuevo cerca. Los habitantes de localidad son personas cuya única forma de salir adelante es hacerse pasar por veteranos de guerra y para vemder objetos militares o bien vender pasar droga a baja escala. Sean Barker ofrece una visión realista del llamado sueño americano, a través de unos personajes que viven de la mentira y el desprecio al otro.",/movies_images/red-rocket.jpg,https://www.youtube.com/embed/TIyu8ruFcUk,"Simon Rex,Bree Elrod,Suzanna Son,Brenda Deiss",Sean Baker,"Sean Baker,Chris Bergoch"
X,2022/04/29,106,,"3,1","En 1979, un grupo de jóvenes aficionados al cine se citan en una recóndita granja en una zona rural de Texas, para rodar una película pornográfica. Cuando los propietarios del lugar, una extraña pareja de ancianos, descubren sus intenciones, el rodaje se convierte en una lucha desesperada por sobrevivir.",/movies_images/x.jpg,https://www.youtube.com/embed/YHAL3XyDTaU,"Mia Goth,Jenna Ortega,Brittany Snow,Kid Cudi",Ti West,Ti West
